rank,file,folder,affinity_kcal_mol,Kd_M,full_path
156,CD39_antibody_46.pdb,CD39_antibody_remaining238,-8.2,1.0e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_46.pdb
157,CD39_antibody_79.pdb,CD39_antibody_remaining164,-8.2,9.9e-07,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_79.pdb
158,CD39_antibody_95.pdb,CD39_antibody_remaining164,-8.2,8.9e-07,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_95.pdb
159,CD39_antibody_100.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_100.pdb
160,CD39_antibody_104.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_104.pdb
161,CD39_antibody_144.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_144.pdb
162,CD39_antibody_15.pdb,CD39_antibody_300,-8.1,1.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_15.pdb
163,CD39_antibody_16.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_16.pdb
164,CD39_antibody_22.pdb,CD39_antibody_remaining238,-8.1,1.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_22.pdb
165,CD39_antibody_3.pdb,CD39_antibody_remaining164,-8.1,1.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_3.pdb
166,CD39_antibody_41.pdb,CD39_antibody_remaining164,-8.1,1.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_41.pdb
167,CD39_antibody_45.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_45.pdb
168,CD39_antibody_47.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_47.pdb
169,CD39_antibody_54.pdb,CD39_antibody_300,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_54.pdb
170,CD39_antibody_59.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_59.pdb
171,CD39_antibody_61.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_61.pdb
172,CD39_antibody_64.pdb,CD39_antibody_remaining238,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_64.pdb
173,CD39_antibody_67.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_67.pdb
174,CD39_antibody_72.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_72.pdb
175,CD39_antibody_84.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_84.pdb
176,CD39_antibody_86.pdb,CD39_antibody_remaining164,-8.1,1.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_86.pdb
177,CD39_antibody_126.pdb,CD39_antibody_remaining164,-8.0,1.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_126.pdb
178,CD39_antibody_138.pdb,CD39_antibody_remaining164,-8.0,1.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_138.pdb
179,CD39_antibody_157.pdb,CD39_antibody_remaining164,-8.0,1.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_157.pdb
180,CD39_antibody_17.pdb,CD39_antibody_remaining164,-8.0,1.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_17.pdb
181,CD39_antibody_38.pdb,CD39_antibody_remaining164,-8.0,1.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_38.pdb
182,CD39_antibody_45.pdb,CD39_antibody_remaining238,-8.0,1.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_45.pdb
183,CD39_antibody_56.pdb,CD39_antibody_300,-8.0,1.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_56.pdb
184,CD39_antibody_59.pdb,CD39_antibody_300,-8.0,1.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_59.pdb
185,CD39_antibody_6.pdb,CD39_antibody_remaining238,-8.0,1.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_6.pdb
186,CD39_antibody_60.pdb,CD39_antibody_300,-8.0,1.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_60.pdb
187,CD39_antibody_83.pdb,CD39_antibody_remaining164,-8.0,1.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_83.pdb
188,CD39_antibody_163.pdb,CD39_antibody_remaining164,-7.9,1.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_163.pdb
189,CD39_antibody_19.pdb,CD39_antibody_remaining164,-7.9,1.7e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_19.pdb
190,CD39_antibody_20.pdb,CD39_antibody_remaining238,-7.9,1.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_20.pdb
191,CD39_antibody_5.pdb,CD39_antibody_300,-7.9,1.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_5.pdb
192,CD39_antibody_51.pdb,CD39_antibody_300,-7.9,1.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_51.pdb
193,CD39_antibody_57.pdb,CD39_antibody_300,-7.9,1.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_57.pdb
194,CD39_antibody_57.pdb,CD39_antibody_remaining164,-7.9,1.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_57.pdb
195,CD39_antibody_85.pdb,CD39_antibody_remaining164,-7.9,1.6e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_85.pdb
196,CD39_antibody_90.pdb,CD39_antibody_remaining164,-7.9,1.6e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_90.pdb
197,CD39_antibody_98.pdb,CD39_antibody_remaining164,-7.9,1.7e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_98.pdb
198,CD39_antibody_10.pdb,CD39_antibody_remaining238,-7.8,1.8e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_10.pdb
199,CD39_antibody_103.pdb,CD39_antibody_remaining164,-7.8,1.8e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_103.pdb
200,CD39_antibody_131.pdb,CD39_antibody_remaining164,-7.8,1.9e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_131.pdb
201,CD39_antibody_147.pdb,CD39_antibody_remaining164,-7.8,2.0e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_147.pdb
202,CD39_antibody_5.pdb,CD39_antibody_remaining164,-7.8,1.8e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_5.pdb
203,CD39_antibody_56.pdb,CD39_antibody_remaining238,-7.8,2.0e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_56.pdb
204,CD39_antibody_60.pdb,CD39_antibody_remaining164,-7.8,1.8e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_60.pdb
205,CD39_antibody_9.pdb,CD39_antibody_300,-7.8,1.8e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_9.pdb
206,CD39_antibody_10.pdb,CD39_antibody_300,-7.7,2.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_10.pdb
207,CD39_antibody_112.pdb,CD39_antibody_remaining164,-7.7,2.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_112.pdb
208,CD39_antibody_134.pdb,CD39_antibody_remaining164,-7.7,2.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_134.pdb
209,CD39_antibody_142.pdb,CD39_antibody_remaining164,-7.7,2.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_142.pdb
210,CD39_antibody_156.pdb,CD39_antibody_remaining164,-7.7,2.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_156.pdb
211,CD39_antibody_24.pdb,CD39_antibody_remaining164,-7.7,2.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_24.pdb
212,CD39_antibody_43.pdb,CD39_antibody_remaining164,-7.7,2.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_43.pdb
213,CD39_antibody_46.pdb,CD39_antibody_remaining164,-7.7,2.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_46.pdb
214,CD39_antibody_58.pdb,CD39_antibody_remaining164,-7.7,2.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_58.pdb
215,CD39_antibody_63.pdb,CD39_antibody_remaining238,-7.7,2.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_63.pdb
216,CD39_antibody_65.pdb,CD39_antibody_remaining164,-7.7,2.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_65.pdb
217,CD39_antibody_72.pdb,CD39_antibody_remaining238,-7.7,2.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_72.pdb
218,CD39_antibody_80.pdb,CD39_antibody_remaining164,-7.7,2.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_80.pdb
219,CD39_antibody_109.pdb,CD39_antibody_remaining164,-7.6,2.8e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_109.pdb
220,CD39_antibody_130.pdb,CD39_antibody_remaining164,-7.6,2.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_130.pdb
221,CD39_antibody_150.pdb,CD39_antibody_remaining164,-7.6,2.6e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_150.pdb
222,CD39_antibody_32.pdb,CD39_antibody_remaining238,-7.6,2.8e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_32.pdb
223,CD39_antibody_36.pdb,CD39_antibody_300,-7.6,2.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_36.pdb
224,CD39_antibody_36.pdb,CD39_antibody_remaining238,-7.6,2.6e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_36.pdb
225,CD39_antibody_43.pdb,CD39_antibody_300,-7.6,2.7e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_43.pdb
226,CD39_antibody_43.pdb,CD39_antibody_remaining238,-7.6,2.9e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_43.pdb
227,CD39_antibody_48.pdb,CD39_antibody_remaining238,-7.6,2.8e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_48.pdb
228,CD39_antibody_50.pdb,CD39_antibody_remaining238,-7.6,2.7e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_50.pdb
229,CD39_antibody_53.pdb,CD39_antibody_300,-7.6,2.7e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_53.pdb
230,CD39_antibody_68.pdb,CD39_antibody_remaining238,-7.6,2.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_68.pdb
231,CD39_antibody_10.pdb,CD39_antibody_remaining164,-7.5,3.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_10.pdb
232,CD39_antibody_102.pdb,CD39_antibody_remaining164,-7.5,3.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_102.pdb
233,CD39_antibody_105.pdb,CD39_antibody_remaining164,-7.5,3.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_105.pdb
234,CD39_antibody_140.pdb,CD39_antibody_remaining164,-7.5,3.0e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_140.pdb
235,CD39_antibody_149.pdb,CD39_antibody_remaining164,-7.5,3.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_149.pdb
236,CD39_antibody_151.pdb,CD39_antibody_remaining164,-7.5,3.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_151.pdb
237,CD39_antibody_160.pdb,CD39_antibody_remaining164,-7.5,3.0e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_160.pdb
238,CD39_antibody_30.pdb,CD39_antibody_remaining238,-7.5,3.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_30.pdb
239,CD39_antibody_31.pdb,CD39_antibody_300,-7.5,3.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_31.pdb
240,CD39_antibody_36.pdb,CD39_antibody_remaining164,-7.5,3.0e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_36.pdb
241,CD39_antibody_37.pdb,CD39_antibody_remaining238,-7.5,3.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_37.pdb
242,CD39_antibody_78.pdb,CD39_antibody_remaining164,-7.5,3.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_78.pdb
243,CD39_antibody_14.pdb,CD39_antibody_300,-7.4,3.9e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_14.pdb
244,CD39_antibody_141.pdb,CD39_antibody_remaining164,-7.4,3.9e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_141.pdb
245,CD39_antibody_21.pdb,CD39_antibody_remaining238,-7.4,3.6e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_21.pdb
246,CD39_antibody_67.pdb,CD39_antibody_remaining238,-7.4,3.7e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_67.pdb
247,CD39_antibody_71.pdb,CD39_antibody_remaining164,-7.4,4.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_71.pdb
248,CD39_antibody_73.pdb,CD39_antibody_remaining238,-7.4,3.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_73.pdb
249,CD39_antibody_152.pdb,CD39_antibody_remaining164,-7.3,4.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_152.pdb
250,CD39_antibody_159.pdb,CD39_antibody_remaining164,-7.3,4.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_159.pdb
251,CD39_antibody_21.pdb,CD39_antibody_remaining164,-7.3,4.7e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_21.pdb
252,CD39_antibody_29.pdb,CD39_antibody_remaining164,-7.3,4.5e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_29.pdb
253,CD39_antibody_31.pdb,CD39_antibody_remaining164,-7.3,4.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_31.pdb
254,CD39_antibody_35.pdb,CD39_antibody_300,-7.3,4.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_35.pdb
255,CD39_antibody_42.pdb,CD39_antibody_300,-7.3,4.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_42.pdb
256,CD39_antibody_47.pdb,CD39_antibody_remaining238,-7.3,4.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_47.pdb
257,CD39_antibody_49.pdb,CD39_antibody_remaining164,-7.3,4.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_49.pdb
258,CD39_antibody_119.pdb,CD39_antibody_remaining164,-7.2,5.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_119.pdb
259,CD39_antibody_146.pdb,CD39_antibody_remaining164,-7.2,4.9e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_146.pdb
260,CD39_antibody_38.pdb,CD39_antibody_remaining238,-7.2,5.7e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_38.pdb
261,CD39_antibody_45.pdb,CD39_antibody_300,-7.2,4.8e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_45.pdb
262,CD39_antibody_58.pdb,CD39_antibody_300,-7.2,4.9e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_58.pdb
263,CD39_antibody_93.pdb,CD39_antibody_remaining164,-7.2,5.6e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_93.pdb
264,CD39_antibody_106.pdb,CD39_antibody_remaining164,-7.1,6.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_106.pdb
265,CD39_antibody_132.pdb,CD39_antibody_remaining164,-7.1,5.8e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_132.pdb
266,CD39_antibody_28.pdb,CD39_antibody_remaining238,-7.1,6.6e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_28.pdb
267,CD39_antibody_4.pdb,CD39_antibody_remaining164,-7.1,5.7e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_4.pdb
268,CD39_antibody_51.pdb,CD39_antibody_remaining238,-7.1,6.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_51.pdb
269,CD39_antibody_111.pdb,CD39_antibody_remaining164,-7.0,7.0e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_111.pdb
270,CD39_antibody_35.pdb,CD39_antibody_remaining164,-7.0,7.2e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_35.pdb
271,CD39_antibody_42.pdb,CD39_antibody_remaining164,-7.0,8.0e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_42.pdb
272,CD39_antibody_54.pdb,CD39_antibody_remaining164,-7.0,7.9e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_54.pdb
273,CD39_antibody_54.pdb,CD39_antibody_remaining238,-7.0,7.3e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_54.pdb
274,CD39_antibody_9.pdb,CD39_antibody_remaining238,-7.0,6.7e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_9.pdb
275,CD39_antibody_25.pdb,CD39_antibody_remaining238,-6.9,8.6e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_25.pdb
276,CD39_antibody_55.pdb,CD39_antibody_remaining164,-6.9,8.4e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_55.pdb
277,CD39_antibody_77.pdb,CD39_antibody_remaining164,-6.9,9.1e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_77.pdb
278,CD39_antibody_32.pdb,CD39_antibody_300,-6.8,1.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_32.pdb
279,CD39_antibody_66.pdb,CD39_antibody_remaining238,-6.8,9.9e-06,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_66.pdb
280,CD39_antibody_8.pdb,CD39_antibody_remaining164,-6.8,1.0e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_8.pdb
281,CD39_antibody_34.pdb,CD39_antibody_remaining238,-6.7,1.3e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_34.pdb
282,CD39_antibody_8.pdb,CD39_antibody_remaining238,-6.7,1.2e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_8.pdb
283,CD39_antibody_9.pdb,CD39_antibody_remaining164,-6.7,1.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_9.pdb
284,CD39_antibody_127.pdb,CD39_antibody_remaining164,-6.6,1.4e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_127.pdb
285,CD39_antibody_139.pdb,CD39_antibody_remaining164,-6.6,1.4e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_139.pdb
286,CD39_antibody_44.pdb,CD39_antibody_remaining164,-6.6,1.4e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_44.pdb
287,CD39_antibody_53.pdb,CD39_antibody_remaining238,-6.6,1.5e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_53.pdb
288,CD39_antibody_61.pdb,CD39_antibody_300,-6.6,1.4e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_61.pdb
289,CD39_antibody_69.pdb,CD39_antibody_remaining164,-6.6,1.6e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_69.pdb
290,CD39_antibody_28.pdb,CD39_antibody_300,-6.5,1.7e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_28.pdb
291,CD39_antibody_91.pdb,CD39_antibody_remaining164,-6.5,1.7e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_91.pdb
292,CD39_antibody_161.pdb,CD39_antibody_remaining164,-6.4,1.9e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_161.pdb
293,CD39_antibody_47.pdb,CD39_antibody_300,-6.4,1.9e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_47.pdb
294,CD39_antibody_8.pdb,CD39_antibody_300,-6.4,2.1e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_8.pdb
295,CD39_antibody_39.pdb,CD39_antibody_remaining238,-6.3,2.3e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_39.pdb
296,CD39_antibody_57.pdb,CD39_antibody_remaining238,-6.3,2.3e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining238/CD39_antibody_57.pdb
297,CD39_antibody_88.pdb,CD39_antibody_remaining164,-6.2,2.9e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_88.pdb
298,CD39_antibody_113.pdb,CD39_antibody_remaining164,-6.0,4.2e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_113.pdb
299,CD39_antibody_37.pdb,CD39_antibody_300,-5.8,5.2e-05,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_300/CD39_antibody_37.pdb
300,CD39_antibody_92.pdb,CD39_antibody_remaining164,-5.5,1.0e-04,/mnt/JL_Chong/PPIFlow-main/output/CD39_antibody_remaining164/CD39_antibody_92.pdb
